DATE,CLOSING PRICE,TICKER,OPEN,HIGH,LOW,VOLUME
12/6/2020,21300,WTC,21300,21300,18600,2600
11/6/2020,19200,WTC,18000,19200,18000,1000
10/6/2020,16700,WTC,16700,16700,16700,900
9/6/2020,15300,WTC,13600,15300,13600,1300
8/6/2020,13500,WTC,13500,13500,13500,500
5/6/2020,14200,WTC,14200,14200,14200,100
4/6/2020,12400,WTC,12400,12400,12400,0
3/6/2020,12400,WTC,12400,12400,12400,0
2/6/2020,12400,WTC,12400,12400,12400,1000
1/6/2020,14500,WTC,14500,14500,14500,0
29/05/2020,14500,WTC,14500,14500,14500,0
28/05/2020,14500,WTC,14500,14500,14500,0
27/05/2020,14500,WTC,14500,14500,14500,0
26/05/2020,14500,WTC,14500,14500,14500,0
25/05/2020,14500,WTC,14500,14500,14500,0
22/05/2020,14500,WTC,14500,14500,14500,0
21/05/2020,14900,WTC,11100,14900,11100,3500
20/05/2020,13700,WTC,11700,13700,11700,300
19/05/2020,13600,WTC,13900,13900,13600,600
18/05/2020,13600,WTC,13600,13600,13600,0
15/05/2020,13600,WTC,13600,13600,13600,0
14/05/2020,14700,WTC,12900,14700,12900,500
13/05/2020,12900,WTC,12900,12900,12900,0
12/5/2020,13500,WTC,10100,13500,10100,600
11/5/2020,11900,WTC,8900,11900,8900,2100
8/5/2020,10400,WTC,10400,10400,10400,0
7/5/2020,10400,WTC,10400,10400,10400,2500
6/5/2020,10400,WTC,10400,10400,10400,100
5/5/2020,12100,WTC,12100,12100,12100,0
4/5/2020,12100,WTC,12100,12100,12100,300
29/04/2020,14200,WTC,13800,14200,13800,7600
28/04/2020,12400,WTC,12400,12400,12400,0
27/04/2020,11100,WTC,12600,12900,11100,400
24/04/2020,12500,WTC,12500,12500,12500,0
23/04/2020,12500,WTC,12500,12500,12500,0
22/04/2020,12500,WTC,12500,12500,12500,0
21/04/2020,12500,WTC,12500,12500,12500,1600
20/04/2020,10900,WTC,10900,10900,10900,100
17/04/2020,9500,WTC,9500,9500,9500,100
16/04/2020,8300,WTC,8300,8300,8300,300
15/04/2020,7300,WTC,7300,7300,7300,100
14/04/2020,6400,WTC,6400,6400,6400,200
13/04/2020,5600,WTC,5600,5600,5600,200
10/4/2020,4000,WTC,4000,4000,4000,0
9/4/2020,4000,WTC,4000,4000,4000,0
8/4/2020,4000,WTC,4000,4000,4000,0
7/4/2020,4000,WTC,4000,4000,4000,0
6/4/2020,4000,WTC,4000,4000,4000,0
3/4/2020,4000,WTC,4000,4000,4000,0
1/4/2020,4000,WTC,4000,4000,4000,0
31/03/2020,4000,WTC,4000,4000,4000,0
30/03/2020,4000,WTC,4000,4000,4000,0
27/03/2020,4000,WTC,4000,4000,4000,0
26/03/2020,4000,WTC,4000,4000,4000,0
25/03/2020,4000,WTC,4000,4000,4000,0
24/03/2020,4000,WTC,4000,4000,4000,0
23/03/2020,4000,WTC,4000,4000,4000,0
20/03/2020,4000,WTC,4000,4000,4000,0
19/03/2020,4000,WTC,4000,4000,4000,0
18/03/2020,4000,WTC,4000,4000,4000,0
17/03/2020,4000,WTC,4000,4000,4000,0
16/03/2020,4000,WTC,4000,4000,4000,0
13/03/2020,4000,WTC,4000,4000,4000,0
12/3/2020,4000,WTC,4000,4000,4000,0
11/3/2020,4000,WTC,4000,4000,4000,0
10/3/2020,4000,WTC,4000,4000,4000,0
9/3/2020,4000,WTC,4000,4000,4000,0
6/3/2020,4000,WTC,4000,4000,4000,0
5/3/2020,4000,WTC,4000,4000,4000,0
4/3/2020,4000,WTC,4000,4000,4000,0
3/3/2020,4000,WTC,4000,4000,4000,0
2/3/2020,4000,WTC,4000,4000,4000,0
28/02/2020,4000,WTC,4000,4000,4000,0
27/02/2020,4000,WTC,4000,4000,4000,0
26/02/2020,4000,WTC,4000,4000,4000,0
25/02/2020,4000,WTC,4000,4000,4000,0
24/02/2020,4000,WTC,4000,4000,4000,0
21/02/2020,4000,WTC,4000,4000,4000,0
20/02/2020,4000,WTC,4000,4000,4000,0
19/02/2020,4000,WTC,4000,4000,4000,0
18/02/2020,4000,WTC,4000,4000,4000,0
17/02/2020,4000,WTC,4000,4000,4000,0
14/02/2020,4000,WTC,4000,4000,4000,0
13/02/2020,4000,WTC,4000,4000,4000,0
12/2/2020,4000,WTC,4000,4000,4000,0
11/2/2020,4000,WTC,4000,4000,4000,0
10/2/2020,4000,WTC,4000,4000,4000,0
7/2/2020,4000,WTC,4000,4000,4000,0
6/2/2020,4000,WTC,4000,4000,4000,0
5/2/2020,4000,WTC,4000,4000,4000,0
4/2/2020,4000,WTC,4000,4000,4000,0
3/2/2020,4000,WTC,4000,4000,4000,0
31/01/2020,4000,WTC,4000,4000,4000,0
30/01/2020,4000,WTC,4000,4000,4000,0
22/01/2020,4000,WTC,4000,4000,4000,0
21/01/2020,4000,WTC,4000,4000,4000,0
20/01/2020,4000,WTC,4000,4000,4000,0
17/01/2020,4000,WTC,4000,4000,4000,0
16/01/2020,4000,WTC,4000,4000,4000,0
15/01/2020,4000,WTC,4000,4000,4000,0
14/01/2020,4000,WTC,4000,4000,4000,0
13/01/2020,4000,WTC,4000,4000,4000,0
10/1/2020,4000,WTC,4000,4000,4000,0
9/1/2020,4000,WTC,4000,4000,4000,0
8/1/2020,4000,WTC,4000,4000,4000,0
7/1/2020,4000,WTC,4000,4000,4000,0
6/1/2020,4000,WTC,4000,4000,4000,0
3/1/2020,4000,WTC,4000,4000,4000,580
2/1/2020,4600,WTC,4600,4600,4600,3300
31/12/2019,4000,WTC,4000,4000,4000,0
30/12/2019,4000,WTC,4000,4000,4000,0
27/12/2019,4000,WTC,4000,4000,4000,0
26/12/2019,4000,WTC,4000,4000,4000,0
25/12/2019,4000,WTC,4000,4000,4000,0
24/12/2019,4000,WTC,4000,4000,4000,0
23/12/2019,4000,WTC,4000,4000,4000,0
20/12/2019,4000,WTC,4000,4000,4000,0
19/12/2019,4000,WTC,4000,4000,4000,0
18/12/2019,4000,WTC,4000,4000,4000,0
17/12/2019,4000,WTC,4000,4000,4000,0
16/12/2019,4000,WTC,4000,4000,4000,0
13/12/2019,4000,WTC,4000,4000,4000,0
12/12/2019,4000,WTC,4000,4000,4000,0
11/12/2019,4000,WTC,4000,4000,4000,0
10/12/2019,4000,WTC,4000,4000,4000,0
9/12/2019,4000,WTC,4000,4000,4000,2480
6/12/2019,3500,WTC,3500,3500,3500,0
5/12/2019,3500,WTC,3500,3500,3500,0
4/12/2019,3500,WTC,3500,3500,3500,0
3/12/2019,3500,WTC,3500,3500,3500,0
2/12/2019,3500,WTC,3500,3500,3500,0
29/11/2019,3500,WTC,3500,3500,3500,0
28/11/2019,3500,WTC,3500,3600,3500,3250
27/11/2019,3500,WTC,3500,3500,3500,0
26/11/2019,3500,WTC,3500,3500,3500,0
25/11/2019,3500,WTC,3500,3500,3500,0
22/11/2019,3500,WTC,3500,3500,3500,17800
21/11/2019,4100,WTC,4100,4100,4100,0
20/11/2019,4100,WTC,4100,4100,4100,0
19/11/2019,4100,WTC,4100,4100,4100,0
18/11/2019,4100,WTC,4100,4100,4100,0
15/11/2019,4100,WTC,4100,4100,4100,0
14/11/2019,4100,WTC,4100,4100,4100,0
13/11/2019,4100,WTC,4100,4100,4100,0
12/11/2019,4100,WTC,4100,4100,4100,0
11/11/2019,4100,WTC,4100,4100,4100,0
8/11/2019,4100,WTC,4100,4100,4100,100
7/11/2019,3900,WTC,3900,3900,3900,0
6/11/2019,3900,WTC,3900,3900,3900,0
5/11/2019,3900,WTC,3900,3900,3900,0
4/11/2019,3900,WTC,3900,3900,3900,0
1/11/2019,3900,WTC,3900,3900,3900,0
31/10/2019,3900,WTC,3900,3900,3900,0
30/10/2019,3900,WTC,3900,3900,3900,0
29/10/2019,3900,WTC,3900,3900,3900,0
28/10/2019,3900,WTC,3900,3900,3900,0
25/10/2019,3900,WTC,3900,3900,3900,0
24/10/2019,3900,WTC,3900,3900,3900,0
23/10/2019,3900,WTC,3900,3900,3900,0
22/10/2019,3900,WTC,3900,3900,3900,0
21/10/2019,3900,WTC,3900,3900,3900,0
18/10/2019,3900,WTC,3900,3900,3900,0
17/10/2019,3900,WTC,3900,3900,3900,0
16/10/2019,3900,WTC,3900,3900,3900,0
15/10/2019,3900,WTC,3900,3900,3900,0
14/10/2019,3900,WTC,3900,3900,3900,0
11/10/2019,3900,WTC,3900,3900,3900,0
10/10/2019,3900,WTC,3900,3900,3900,0
9/10/2019,3900,WTC,3900,3900,3900,0
8/10/2019,3900,WTC,3900,3900,3900,0
7/10/2019,3900,WTC,3900,3900,3900,0
4/10/2019,3900,WTC,3900,3900,3900,0
3/10/2019,3900,WTC,3900,3900,3900,0
2/10/2019,3900,WTC,3900,3900,3900,0
1/10/2019,3900,WTC,3900,3900,3900,0
30/09/2019,3900,WTC,3900,3900,3900,0
27/09/2019,3900,WTC,3900,3900,3900,0
26/09/2019,3900,WTC,3900,3900,3900,0
25/09/2019,3900,WTC,3900,3900,3900,0
24/09/2019,3900,WTC,3900,3900,3900,0
23/09/2019,3900,WTC,3900,3900,3900,0
20/09/2019,3900,WTC,3900,3900,3900,0
19/09/2019,3900,WTC,3900,3900,3900,0
18/09/2019,3900,WTC,3900,3900,3900,0
17/09/2019,3900,WTC,3900,3900,3900,0
16/09/2019,3900,WTC,3900,3900,3900,0
13/09/2019,3900,WTC,3900,3900,3900,0
12/9/2019,3900,WTC,3900,3900,3900,21615
11/9/2019,4500,WTC,4500,4500,4500,0
10/9/2019,4500,WTC,4500,4500,4500,0
9/9/2019,4500,WTC,4500,4500,4500,0
6/9/2019,4500,WTC,4500,4500,4500,0
5/9/2019,4500,WTC,4500,4500,4500,0
4/9/2019,4500,WTC,4500,4500,4500,0
3/9/2019,4500,WTC,4500,4500,4500,50
30/08/2019,4500,WTC,4500,4500,4500,0
29/08/2019,4500,WTC,4500,4500,4500,0
28/08/2019,4500,WTC,4500,4500,4500,50
27/08/2019,4500,WTC,4500,4500,4500,800
26/08/2019,4500,WTC,4500,4500,4500,0
23/08/2019,4500,WTC,4500,4500,4500,0
22/08/2019,4500,WTC,4500,4500,4500,0
21/08/2019,4500,WTC,4500,4500,4500,0
20/08/2019,4500,WTC,4500,4500,4500,0
19/08/2019,4500,WTC,4500,4500,4500,0
16/08/2019,4500,WTC,4500,4500,4500,0
15/08/2019,4500,WTC,4500,4500,4500,0
14/08/2019,4500,WTC,4500,4500,4500,0
13/08/2019,4500,WTC,4500,4500,4500,0
12/8/2019,4500,WTC,4500,4500,4500,0
9/8/2019,4500,WTC,4500,4500,4500,0
8/8/2019,4500,WTC,4500,4500,4500,0
7/8/2019,4500,WTC,4500,4500,4500,0
6/8/2019,4500,WTC,4500,4500,4500,0
5/8/2019,4500,WTC,4500,4500,4500,0
2/8/2019,4500,WTC,4500,4500,4500,0
1/8/2019,4500,WTC,4500,4500,4500,0
31/07/2019,4500,WTC,4500,4500,4500,0
30/07/2019,4500,WTC,4500,4500,4500,0
29/07/2019,4500,WTC,4500,4500,4500,0
26/07/2019,4500,WTC,4500,4500,4500,0
25/07/2019,4500,WTC,4500,4500,4500,0
24/07/2019,4500,WTC,4500,4500,4500,0
23/07/2019,4500,WTC,4500,4500,4500,0
22/07/2019,4500,WTC,4500,4500,4500,0
19/07/2019,4500,WTC,4500,4500,4500,0
18/07/2019,4500,WTC,4500,4500,4500,0
17/07/2019,4500,WTC,4500,4500,4500,0
16/07/2019,4500,WTC,4500,4500,4500,3300
15/07/2019,4500,WTC,4500,4500,4500,0
12/7/2019,4500,WTC,4500,4500,4500,3400
11/7/2019,5200,WTC,5200,5200,5200,0
10/7/2019,5400,WTC,5200,5400,5200,1750
9/7/2019,5200,WTC,5200,5800,5200,35470
8/7/2019,5100,WTC,5100,5100,5100,0
5/7/2019,5100,WTC,5100,5100,5100,0
4/7/2019,5100,WTC,5100,5100,5100,0
3/7/2019,5100,WTC,5100,5100,5100,0
2/7/2019,5100,WTC,5100,5100,5100,0
