DATE,OPEN,HIGH,LOW,CLOSING PRICE,VOLUME
1/5/2018,26428,26620,26181,26373,3660450
1/4/2018,26263,26593,26153,26483,4766720
1/3/2018,26373,26648,25988,26153,4930220
1/2/2018,25769,26236,25521,26208,4105100
12/29/2017,25247,25769,25192,25741,5358602
12/28/2017,24945,25274,24670,25164,3335010
12/27/2017,24120,25054,24120,24945,7613290
12/26/2017,23901,24395,23873,24120,3894280
12/25/2017,24368,24423,24065,24093,2375650
12/22/2017,24340,24670,24230,24368,6183750
12/21/2017,24011,24835,24011,24230,6431690
12/20/2017,23736,24450,23736,24175,4347600
12/19/2017,23846,24340,23708,23956,7414140
12/18/2017,23186,23626,22939,23626,6274820
12/15/2017,22500,23049,22500,22912,5600560
12/14/2017,22142,22417,22115,22335,2231070
12/13/2017,22197,22197,21813,22142,4395040
12/12/2017,22142,22472,20879,21813,7065750
12/11/2017,22307,22554,22087,22087,3778630
12/8/2017,23022,23022,22582,22637,3924840
12/7/2017,23214,23241,22857,23049,4397588
12/6/2017,23022,23214,22307,23214,7327100
12/5/2017,23076,23214,22857,22857,5691430
12/4/2017,22747,23131,22692,23076,5425610
12/1/2017,22609,22912,22527,22802,4392480
11/30/2017,21758,22747,21758,22637,11672840
11/29/2017,21593,21648,21428,21593,3701540
11/28/2017,21703,21785,21483,21648,3685180
11/27/2017,21538,21675,21401,21566,5339270
11/24/2017,20989,21538,20989,21483,6380830
11/23/2017,21208,21263,20769,20989,5048680
11/22/2017,20824,21208,20769,21044,4347630
11/21/2017,20604,20879,20577,20631,5276810
11/20/2017,20989,20989,20439,20549,5032060
11/17/2017,21208,21263,20851,20989,3309020
11/16/2017,21263,21538,21153,21236,3823530
11/15/2017,20604,21373,20577,21291,6073670
11/14/2017,20219,20769,20109,20549,3243090
11/13/2017,20467,20467,19945,20137,2566142
11/10/2017,20439,20384,20193,20384,26958500
11/9/2017,20439,20467,20302,20357,2984290
11/8/2017,20274,20494,20137,20357,6526280
11/7/2017,20329,20329,20109,20274,2598200
11/6/2017,20055,20357,20000,20274,3981740
11/3/2017,19230,19890,19120,19890,3961010
11/2/2017,19615,19890,19120,19120,4642790
11/1/2017,20219,20274,19588,19615,7195800
10/31/2017,20219,20549,19945,20329,4304530
10/30/2017,20769,20769,20219,20219,3932530
10/27/2017,20357,20714,20274,20714,2632070
10/26/2017,20522,20522,20164,20329,2990890
10/25/2017,20549,20714,20522,20522,1865230
10/24/2017,20577,20604,20357,20604,2536880
10/23/2017,20384,20604,20137,20384,3548920
10/20/2017,20769,20851,20274,20577,5134390
10/19/2017,20879,21126,20741,20769,3847220
10/18/2017,21428,21593,20989,21098,3257880
10/17/2017,20824,21428,20824,21428,4334020
10/16/2017,21428,21428,20769,20879,5477600
10/13/2017,21675,21730,21373,21401,3606150
10/12/2017,21758,21978,21593,21703,6714720
10/11/2017,21813,21840,21648,21730,4712450
10/10/2017,21675,21813,21620,21813,2086910
10/9/2017,21428,21675,21318,21675,2299760
10/6/2017,21318,21538,21153,21346,3118160
10/5/2017,21785,21923,21318,21318,5466280
10/4/2017,21373,21785,21263,21785,2571530
10/3/2017,21428,21566,21098,21318,3600210
10/2/2017,21401,21511,21236,21456,6329510
9/29/2017,20741,21401,20741,21373,6091150
9/28/2017,20741,20989,20714,20741,2949080
9/27/2017,20549,20796,20549,20714,4349480
9/26/2017,20549,20659,20357,20549,3665880
9/25/2017,20741,20741,20549,20604,2046460
9/22/2017,20577,20989,20522,20714,3308050
9/21/2017,20879,20934,20494,20604,4301050
9/20/2017,20906,20989,20714,20824,3067330
9/19/2017,20824,21236,20741,20879,5115160
9/18/2017,20494,20879,20467,20686,4636200
9/15/2017,20055,20357,20000,20329,4240470
9/14/2017,20329,20494,20055,20164,3059310
9/13/2017,19615,20274,19560,20274,5917410
9/12/2017,19395,19478,19175,19478,3157390
9/11/2017,19725,19780,19395,19395,2957540
9/8/2017,19505,19807,19368,19752,4844570
9/7/2017,19835,19835,19395,19505,6304750
9/6/2017,19450,19780,19450,19780,6121580
9/5/2017,19285,19478,19203,19450,3286220
9/1/2017,19258,19340,19148,19285,3119890
8/31/2017,19120,19423,19120,19258,3918570
8/30/2017,18928,19230,18928,19148,3576470
8/29/2017,18846,19120,18818,18928,5137980
8/28/2017,18681,18901,18626,18901,5261300
8/25/2017,18461,18653,18434,18626,5658750
8/24/2017,18296,18599,18296,18516,3342600
8/23/2017,18159,18406,18104,18406,2082950
8/22/2017,18077,18379,18022,18269,3976640
8/21/2017,18516,18544,18159,18186,3425910
8/18/2017,18406,18681,18324,18544,3031150
8/17/2017,18818,18818,18489,18489,4100480
8/16/2017,18406,18818,18296,18818,7616470
8/15/2017,18901,18901,18351,18406,4397780
8/14/2017,17967,18681,17939,18681,8513140
8/11/2017,17555,17994,17555,17967,2919330
8/10/2017,17472,17582,17445,17582,1892780
8/9/2017,17637,17747,17445,17500,2387220
8/8/2017,17774,17829,17692,17747,2780790
8/7/2017,17582,17774,17527,17719,1487440
8/4/2017,17692,17747,17555,17582,1630880
8/3/2017,17747,17857,17664,17747,1338210
8/2/2017,17857,17939,17719,17747,2158020
8/1/2017,17582,18077,17582,17967,3991160
7/31/2017,17637,17802,17500,17747,3079000
7/28/2017,17747,17994,17747,17829,1550080
7/27/2017,18049,18049,17802,17829,1492240
7/26/2017,17692,18077,17610,18022,2780360
7/25/2017,17280,17692,17280,17582,2396570
7/24/2017,17115,17472,17088,17362,3045580
7/21/2017,17335,17417,17197,17252,4577090
7/20/2017,17252,17445,16923,17390,6898240
7/19/2017,17610,17774,17472,17472,6475850
7/18/2017,17472,17664,17307,17610,10034980
7/17/2017,18544,18544,17857,18049,6770090
7/14/2017,18653,18928,18516,18516,3829400
7/13/2017,18159,18461,18077,18461,4246870
7/12/2017,18132,18241,17967,18132,4337700
7/11/2017,18241,18241,17692,18077,7432700
7/10/2017,18132,18296,18104,18186,5380960
7/7/2017,18406,18434,18104,18132,5484990
7/6/2017,18132,18406,18077,18296,6301920
7/5/2017,18269,18269,17967,18077,3153200
7/4/2017,18132,18434,18049,18132,4802760
7/3/2017,17582,18681,17582,18132,7979110
6/30/2017,17252,17582,17143,17582,7382030
6/29/2017,16840,17280,16840,17115,5344140
6/28/2017,16840,16895,16785,16868,1958450
6/27/2017,16950,16950,16813,16840,3591590
6/26/2017,16868,17005,16785,16950,3511280
6/23/2017,16923,16923,16758,16923,3030110
6/22/2017,16785,16950,16758,16895,2223300
6/21/2017,16923,16923,16675,16813,3868940
6/20/2017,16703,16978,16703,16978,3925510
6/19/2017,17033,17088,16703,16758,4579560
6/16/2017,17362,17417,16840,16950,9519180
6/15/2017,16280,16769,16280,16666,11833730
6/14/2017,16229,16332,16126,16280,4905780
6/13/2017,15843,16152,15817,16152,4006760
6/12/2017,16126,16152,15843,15895,5899880
6/9/2017,16177,16306,16100,16177,3949410
6/8/2017,16203,16306,16049,16203,5384820
6/7/2017,15766,16203,15766,16152,8211260
6/6/2017,15380,15689,15329,15689,7162100
6/5/2017,15432,15560,15354,15406,4605780
6/2/2017,15586,15612,15354,15432,3559100
6/1/2017,15792,15792,15509,15586,3916570
5/31/2017,15071,15895,15071,15637,8341190
5/30/2017,15354,15354,15097,15097,3439780
5/29/2017,15071,15380,15071,15329,4711820
5/26/2017,15071,15123,14969,15020,1846100
5/25/2017,15123,15252,15046,15097,2532150
5/24/2017,14917,15149,14891,15097,3289470
5/23/2017,14969,14969,14866,14943,3482870
5/22/2017,14763,15071,14763,14866,2366700
5/19/2017,14763,14814,14609,14763,2726500
5/18/2017,14917,15020,14660,14660,3916890
5/17/2017,14917,15123,14917,14943,2579930
5/16/2017,15174,15200,14917,14917,5684020
5/15/2017,15277,15303,15149,15174,3651170
5/12/2017,15509,15534,15174,15277,3027090
5/11/2017,15483,15637,15483,15509,4006120
5/11/2017,15483,15637,15483,15509,4006120
5/10/2017,15432,15560,15380,15432,3910870
5/9/2017,15046,15329,14969,15277,4265190
5/8/2017,15020,15071,14969,14994,3616640
5/5/2017,15020,15071,15020,15020,2750480
5/4/2017,14994,15123,14969,15020,2558020
5/3/2017,15123,15174,14969,14969,2315880
4/28/2017,15020,15149,14994,15123,8212150
4/27/2017,15071,15277,14763,15174,6432120
4/26/2017,15277,15277,14763,15020,4619520
4/25/2017,15432,15534,15252,15329,3193390
4/24/2017,15689,15714,15380,15457,2528340
4/21/2017,15637,15766,15534,15663,1963090
4/20/2017,15920,15946,15663,15663,2167010
4/19/2017,15663,15946,15586,15920,4167070
4/18/2017,15766,15792,15457,15560,5291790
4/17/2017,15920,15972,15612,15689,4552670
4/14/2017,16075,16177,15689,15895,3510790
4/13/2017,16203,16332,16152,16203,3213260
4/12/2017,16357,16383,16152,16255,4423510
4/11/2017,16460,16486,16332,16409,3139100
4/10/2017,16460,16486,16255,16435,4318150
4/7/2017,16100,16486,15972,16383,4327880
4/5/2017,16460,16486,16152,16177,4587810
4/4/2017,16460,17129,16435,16615,7988870
4/3/2017,15792,16460,15766,16435,4620760
3/31/2017,15432,15843,15432,15714,3540840
3/30/2017,15329,15612,15174,15406,8091460
3/29/2017,14746,14952,14695,14884,7205320
3/28/2017,14746,14815,14609,14729,2948930
3/27/2017,14849,14866,14729,14764,3248280
3/24/2017,14746,14781,14661,14764,2997330
3/23/2017,14575,14712,14541,14661,2599800
3/22/2017,14746,14781,14506,14541,2598780
3/21/2017,14575,14712,14541,14695,4602260
3/20/2017,14335,14386,14266,14352,958720
3/17/2017,14369,14455,14163,14163,4447530
3/16/2017,14335,14369,14301,14335,988750
3/15/2017,14404,14421,14215,14249,2675040
3/14/2017,14472,14472,14404,14421,1597180
3/13/2017,14438,14472,14335,14438,2169800
3/10/2017,14404,14746,14386,14438,6007990
3/9/2017,14163,14455,14146,14404,5028510
3/8/2017,14129,14163,14095,14146,2904610
3/7/2017,14198,14232,14095,14129,1917450
3/6/2017,14061,14232,13992,14129,2750640
3/3/2017,14404,14404,14061,14061,2679190
3/2/2017,14095,14421,14026,14404,8348230
3/1/2017,13700,14061,13512,14026,3802640
2/28/2017,13889,13958,13718,13718,2584610
2/27/2017,13855,13872,13666,13803,3949350
2/24/2017,13889,13975,13752,13872,2422300
2/23/2017,13786,14026,13752,13923,4987400
2/22/2017,14472,14524,13718,13786,7920920
2/21/2017,14352,14541,14283,14489,4324840
2/20/2017,14678,14712,14266,14404,13251990
2/17/2017,15261,15295,15021,15192,5439270
2/16/2017,15552,15552,15329,15329,4491020
2/15/2017,15467,15570,15364,15484,3767830
2/14/2017,15432,15604,15364,15467,4544800
2/13/2017,15261,15398,15261,15347,2291640
2/10/2017,15244,15398,15209,15209,4005140
2/9/2017,15398,15484,15244,15278,6052490
2/8/2017,15364,15364,15192,15312,3608350
2/7/2017,15158,15449,15158,15295,8767000
2/6/2017,14918,15124,14815,15124,4803140
2/3/2017,15124,15261,14815,14815,5400770
2/2/2017,14575,14644,14472,14644,1756550
1/25/2017,14404,14592,14404,14506,927340
1/24/2017,14472,14472,14386,14404,1167800
1/23/2017,14438,14575,14404,14404,1280100
1/20/2017,14232,14524,14232,14472,1186610
1/19/2017,14163,14352,14146,14215,1968870
1/18/2017,14404,14489,14266,14266,2902280
1/17/2017,14404,14558,14318,14404,2562530
1/16/2017,14798,14849,14404,14404,4140650
1/13/2017,14918,14969,14815,14815,2579390
1/12/2017,15158,15158,14969,14969,1836920
1/11/2017,15038,15089,14918,15089,1669830
1/10/2017,14815,15124,14815,15038,2985620
1/9/2017,14918,14952,14729,14798,2617980
1/6/2017,15158,15244,14815,14884,4204960
1/5/2017,15107,15192,15089,15124,3068500
1/4/2017,15192,15261,15038,15089,2446300
1/3/2017,14849,15141,14815,15089,3119660
12/30/2016,14815,14901,14798,14798,1969290
12/29/2016,14918,14969,14815,14815,2021280
12/28/2016,14815,15004,14798,14952,3467160
12/27/2016,15021,15055,14798,14798,3831250
12/26/2016,14884,15038,14849,15021,3826190
12/23/2016,14575,14815,14438,14729,4268440
12/22/2016,14438,14815,14404,14575,6149040
12/21/2016,14232,14455,14198,14369,2405340
12/20/2016,14232,14318,14146,14163,1334730
12/19/2016,14335,14455,14181,14232,2552260
12/16/2016,14129,14438,14129,14335,3688380
12/15/2016,14266,14301,14095,14163,1852580
12/14/2016,13906,14335,13906,14283,2781270
12/13/2016,13958,14009,13821,13906,2718280
12/12/2016,14009,14026,13889,13958,2412750
12/9/2016,14026,14181,13992,14026,2565360
12/8/2016,14043,14198,14009,14026,1962140
12/7/2016,14026,14198,13992,14009,2987910
12/6/2016,14575,14609,13923,14026,5343140
12/5/2016,14506,14764,14472,14541,6202780
12/2/2016,14369,14524,14335,14472,4769370
12/1/2016,14506,14575,14318,14318,4453450
11/30/2016,13803,14575,13786,14438,6240310
11/29/2016,13958,14026,13786,13838,2916960
11/28/2016,14301,14318,13889,13958,3054300
11/25/2016,14404,14472,14266,14318,3239970
11/24/2016,14335,14489,14266,14301,2522970
11/23/2016,14369,14506,14266,14283,2477130
11/22/2016,14541,14558,14335,14369,3014150
11/21/2016,14198,14404,14095,14404,3303700
11/18/2016,14301,14421,14129,14163,3101710
11/17/2016,14404,14558,14301,14335,3170490
11/16/2016,14404,14626,14369,14438,4525640
11/15/2016,14129,14506,14129,14404,4588760
11/14/2016,13992,14198,13975,14129,4036070
11/11/2016,14129,14198,13992,14043,3448550
11/10/2016,14335,14352,14215,14232,4138330
11/9/2016,14232,14232,13546,14043,9436610
11/8/2016,14163,14335,14129,14232,4814020
11/7/2016,13700,14129,13615,14095,4122990
11/4/2016,13546,13649,13512,13580,1546270
11/3/2016,13546,13546,13323,13478,3606740
11/2/2016,13855,13855,13546,13546,2809280
11/1/2016,13889,14112,13855,13855,1564710
10/31/2016,14095,14095,13786,13975,2216260
10/28/2016,13563,14095,13563,13992,3505950
10/27/2016,13580,13632,13460,13563,1633800
10/26/2016,13580,13700,13392,13563,2840830
10/25/2016,13786,13821,13460,13580,3503480
10/24/2016,14061,14129,13786,13786,2876450
10/21/2016,14095,14198,14026,14061,2218550
10/20/2016,14198,14266,14026,14112,1596170
10/19/2016,14061,14369,13975,14146,3624200
10/18/2016,13580,13975,13580,13958,3936870
10/17/2016,13786,13992,13649,13649,2788800
10/14/2016,14061,14301,13855,13855,4412760
10/13/2016,13786,14249,13615,14163,4735200
10/12/2016,14472,14609,13923,13992,6287140
10/11/2016,13478,14369,13478,14369,8816090
10/10/2016,14061,14095,13443,13443,5932030
10/7/2016,14712,14849,13889,14095,12092340
10/6/2016,14918,14987,14592,14712,5667520
10/5/2016,15089,15158,14935,14952,5043350
10/4/2016,15158,15364,14781,15072,12724180
10/3/2016,15672,15775,15261,15261,6696480
9/30/2016,15792,15947,15638,15672,7055060
9/29/2016,16015,16118,15844,15912,4945480
9/28/2016,15947,16118,15861,16015,3347970
9/27/2016,15741,15895,15707,15861,3491140
9/26/2016,15707,15861,15484,15758,4434560
9/23/2016,15844,15912,15741,15741,3065270
9/22/2016,15810,16015,15672,15844,4575320
9/21/2016,15570,15844,15432,15638,4496420
9/20/2016,15535,15672,15415,15587,3028200
9/19/2016,15432,15758,15398,15638,4411630
9/16/2016,15158,15329,15107,15261,11026300
9/15/2016,14884,15261,14884,15158,3018930
9/14/2016,14866,15072,14866,14952,1503520
9/13/2016,14746,15124,14746,14987,3410530
9/12/2016,15038,15055,14729,14746,3209760
9/9/2016,15398,15432,15124,15192,2978500
9/8/2016,15089,15501,14952,15398,5864910
9/7/2016,14506,15089,14369,15089,4529030
9/6/2016,14472,14644,14438,14506,3841270
9/5/2016,14609,14644,14369,14404,3626000
9/1/2016,14678,14678,14472,14541,2383700
8/31/2016,14506,14712,14472,14678,3023220
8/30/2016,14129,14404,14026,14369,3119560
8/29/2016,14575,14644,14232,14232,4916380
8/26/2016,14746,14781,14575,14609,2303950
8/25/2016,14541,14746,14472,14746,5867250
8/24/2016,14367,14598,14135,14164,5841280
8/23/2016,13991,14251,13991,14251,3521490
8/22/2016,13904,14077,13875,14020,2748960
8/19/2016,14135,14222,13933,13933,3656710
8/18/2016,14193,14367,14049,14106,4116040
8/17/2016,13615,14164,13615,14049,4700970
8/16/2016,13499,13759,13442,13586,3617400
8/15/2016,13239,13384,13181,13384,4623000
8/12/2016,13586,13644,13210,13239,4563390
8/11/2016,13095,13355,13095,13297,3981110
8/10/2016,12574,13297,12574,13095,5703740
8/9/2016,12343,12517,12343,12517,2751520
8/8/2016,12488,12574,12343,12372,2182920
8/5/2016,12285,12459,12199,12459,4794470
8/4/2016,12603,12632,12314,12314,3081510
8/3/2016,12285,12488,12256,12488,3050500
8/2/2016,12603,12661,12343,12343,6370060
8/1/2016,12892,12892,12574,12748,4652710
7/29/2016,12921,12950,12719,12863,6239170
7/28/2016,12517,12950,12517,12892,5902350
7/27/2016,12430,12545,12256,12488,7471600
7/26/2016,11823,12227,11765,12227,4989480
7/25/2016,11736,11938,11591,11823,3766690
7/22/2016,11852,11852,11274,11620,5190610
7/21/2016,11909,12083,11852,11909,2884960
7/20/2016,12112,12199,11881,11881,2728420
7/19/2016,12430,12430,11852,12141,4442630
7/18/2016,11736,12372,11707,12227,5985260
7/15/2016,11591,11765,11360,11736,3766157
7/14/2016,12054,12083,11620,11620,5141750
7/13/2016,11996,12141,11996,12025,3916150
7/12/2016,11794,11967,11620,11881,5687040
7/11/2016,12343,12401,11707,11707,5183140
7/8/2016,12430,12488,12112,12343,5754320
7/7/2016,12112,12430,11996,12372,3700720
7/6/2016,11591,11852,11505,11852,4957280
7/5/2016,11649,11794,11591,11620,4927570
7/4/2016,11563,11620,11476,11534,4158970
7/1/2016,11505,11678,11476,11505,5658560
6/30/2016,11505,11649,11418,11447,3488530
6/29/2016,11216,11476,11187,11360,4457030
6/28/2016,11158,11360,11129,11187,1830580
6/27/2016,11071,11274,10898,11274,3206680
6/24/2016,11534,11563,10782,11216,12178690
6/23/2016,11418,11649,11418,11591,4060040
6/22/2016,11331,11534,11274,11447,2285990
6/21/2016,11216,11476,11216,11331,3610830
6/20/2016,10984,11100,10898,11100,1671120
6/17/2016,10956,11071,10811,10811,5659440
6/16/2016,10984,11187,10984,11013,2814140
6/15/2016,10956,11187,10869,10984,2159160
6/14/2016,10522,10956,10464,10956,3443200
6/13/2016,10666,10666,10493,10551,2928110
6/10/2016,10638,10840,10609,10695,2439340
6/9/2016,10753,10753,10551,10609,2965630
6/8/2016,10609,10811,10551,10666,3724890
6/7/2016,10262,10493,10262,10493,3047640
6/6/2016,10349,10609,10204,10233,15485513
6/3/2016,10291,10377,10204,10291,6462490
6/2/2016,9944,10204,9886,10175,5258950
6/1/2016,9770,10088,9713,9944,8514250
5/31/2016,9828,9886,9741,9770,3545250
5/30/2016,9655,9828,9655,9770,3193180
5/27/2016,9568,9684,9539,9626,1594940
5/26/2016,9713,9770,9597,9597,1851110
5/25/2016,9770,9886,9713,9741,1842560
5/24/2016,9713,9857,9684,9741,1526440
5/23/2016,9597,9799,9568,9741,1149830
5/20/2016,9597,9626,9539,9597,1446750
5/19/2016,9568,9713,9539,9597,1726020
5/18/2016,9741,9741,9568,9568,1773380
5/17/2016,9626,9770,9626,9713,1339920
5/16/2016,9597,9626,9510,9597,2279110
5/13/2016,9770,9799,9568,9626,3860220
5/12/2016,10002,10031,9828,9828,1742800
5/11/2016,9828,9973,9799,9973,12557620
5/10/2016,9684,9828,9626,9684,4939730
5/9/2016,9944,10031,9799,9799,3455700
5/6/2016,10002,10088,9799,9828,4098640
5/5/2016,10146,10638,9973,10117,7908200
5/4/2016,9799,10233,9770,10117,6404100
4/29/2016,9366,9684,9366,9684,3455190
4/28/2016,9424,9481,9308,9395,1919040
4/27/2016,9539,9539,9366,9452,2321780
4/26/2016,9481,9655,9395,9539,3019430
4/25/2016,9539,9684,9510,9539,3046090
4/22/2016,9134,9481,9106,9452,4327260
4/21/2016,9077,9250,9077,9106,3670790
4/20/2016,9019,9106,8903,9019,2813360
4/19/2016,9077,9077,8932,8932,3047720
4/15/2016,9134,9221,9048,9048,2734540
4/14/2016,8990,9192,8990,9077,2142460
4/13/2016,9163,9163,8932,8990,3106110
4/12/2016,9106,9192,9077,9163,2850420
4/11/2016,8990,9163,8990,9106,5377970
4/8/2016,8701,8990,8672,8903,7079970
4/7/2016,8788,8874,8701,8701,2701300
4/6/2016,8470,8730,8470,8730,1954970
4/5/2016,8441,8499,8412,8470,778290
4/4/2016,8383,8527,8354,8441,986480
4/1/2016,8527,8556,8325,8383,1523320
3/31/2016,8527,8730,8499,8527,2760570
3/30/2016,8585,8643,8527,8527,1618750
3/29/2016,8672,8788,8614,8614,2044410
3/28/2016,8412,8643,8412,8643,2837840
3/25/2016,8325,8441,8296,8383,1704310
3/24/2016,8441,8556,8325,8325,1824820
3/23/2016,8470,8585,8412,8470,1736220
3/22/2016,8643,8643,8527,8527,1602960
3/21/2016,8643,8759,8614,8614,1589420
3/18/2016,8701,8701,8585,8585,3793650
3/17/2016,8730,8788,8643,8672,2100490
3/16/2016,8730,8730,8614,8643,1634300
3/15/2016,8730,8816,8585,8672,2696450
3/14/2016,8383,8730,8383,8672,3870560
3/11/2016,8296,8412,8238,8325,2144310
3/10/2016,8267,8296,8209,8267,1245540
3/9/2016,8383,8527,8238,8238,2872170
3/8/2016,8152,8470,8152,8354,6767430
3/7/2016,7978,8123,7949,8036,2201530
3/4/2016,7834,8007,7776,7949,758830
3/3/2016,7920,7949,7805,7805,737360
3/2/2016,7949,7978,7747,7863,1616220
3/1/2016,8065,8065,7891,7920,964040
2/29/2016,8325,8325,8065,8065,941320
2/26/2016,7920,8209,7891,8209,1862030
2/25/2016,7891,8065,7863,7891,941770
2/24/2016,7863,7891,7747,7863,702660
2/23/2016,8065,8065,7863,7863,807300
2/22/2016,7776,8007,7776,7863,1091060
2/19/2016,7747,7834,7747,7805,746980
2/18/2016,7747,7834,7747,7747,502930
2/17/2016,7660,7747,7660,7718,605330
2/16/2016,7631,7747,7631,7718,489920
2/15/2016,7805,7805,7516,7631,1033620
2/5/2016,7805,7863,7747,7805,155980
2/4/2016,7776,7834,7776,7805,177320
2/3/2016,7631,7776,7602,7747,1432420
2/2/2016,7660,7776,7631,7747,289590
2/1/2016,7949,8094,7718,7718,855840
1/29/2016,7718,7949,7660,7949,860030
1/28/2016,7776,7863,7660,7660,778140
1/27/2016,7718,7805,7689,7747,1418350
1/26/2016,7660,7834,7602,7631,1434830
1/25/2016,7516,7891,7516,7863,1238860
1/22/2016,7400,7487,7313,7400,3055250
1/21/2016,7169,7371,7169,7371,2843490
1/20/2016,7256,7371,7140,7284,2334230
1/19/2016,7198,7371,7169,7284,2466700
1/18/2016,6966,7198,6909,7169,2898070
1/15/2016,7660,7689,7313,7371,2199370
1/14/2016,7920,7920,7631,7660,1479820
1/13/2016,8123,8123,7949,7949,685150
1/12/2016,7978,8123,7978,8094,343540
1/11/2016,8065,8065,7978,8007,530320
1/8/2016,8007,8123,7949,8007,927980
1/7/2016,8267,8296,8123,8152,1090130
1/6/2016,8238,8383,8238,8383,900420
1/5/2016,8296,8354,8238,8238,628760
1/4/2016,8412,8470,8325,8325,404530
12/31/2015,8470,8470,8354,8441,552390
12/30/2015,8441,8527,8383,8470,652720
12/29/2015,8383,8412,8296,8354,466130
12/28/2015,8527,8556,8354,8354,1002190
12/25/2015,8527,8585,8499,8527,403760
12/24/2015,8527,8614,8527,8527,230640
12/23/2015,8614,8614,8499,8527,664920
12/22/2015,8643,8643,8556,8585,435510
12/21/2015,8730,8730,8614,8672,1083300
12/18/2015,8788,8874,8730,8788,9525010
12/17/2015,8816,8845,8759,8788,644820
12/16/2015,8874,8874,8816,8816,2665180
12/15/2015,8816,8903,8816,8845,2399890
12/14/2015,8961,8961,8845,8845,1855990
12/11/2015,8527,8643,8499,8614,849510
12/10/2015,8585,8672,8499,8499,1068970
12/9/2015,8759,8788,8614,8614,530540
12/8/2015,8585,8788,8556,8759,776960
12/7/2015,8701,8759,8614,8643,691540
12/4/2015,8845,8845,8701,8759,817290
12/3/2015,8845,8932,8816,8845,758700
12/2/2015,8759,8874,8759,8845,1342220
12/1/2015,8845,8874,8759,8759,1041490
11/30/2015,8961,8961,8788,8816,1147460
11/27/2015,9192,9279,9048,9048,3387410
11/26/2015,9077,9250,9019,9163,2819750
11/25/2015,8701,8990,8643,8990,2194230
11/24/2015,8730,8788,8701,8701,1597160
11/23/2015,8672,8759,8672,8730,966110
11/20/2015,8585,8701,8556,8643,812890
11/19/2015,8701,8701,8614,8614,436500
11/18/2015,8759,8788,8672,8701,596730
11/17/2015,8556,8816,8556,8730,2244180
11/16/2015,8730,8730,8556,8556,1217400
11/13/2015,8701,8730,8643,8701,1306930
11/12/2015,8759,8788,8614,8701,1406120
11/11/2015,8816,8845,8759,8759,730200
11/10/2015,8874,8903,8788,8816,674010
11/9/2015,8903,8990,8874,8874,555820
11/6/2015,8961,9048,8903,8961,925860
11/5/2015,8990,9048,8961,8961,651500
11/4/2015,9134,9134,8932,8990,1137210
11/3/2015,9019,9106,8932,9106,934900
11/2/2015,9106,9106,8961,9019,1201140
10/30/2015,9106,9163,9077,9106,1046520
10/29/2015,9106,9192,9077,9106,1479150
10/28/2015,9163,9192,9077,9077,986700
10/27/2015,9221,9250,9134,9163,837210
10/26/2015,9221,9366,9221,9221,1391800
10/23/2015,9250,9250,9134,9192,1050300
10/22/2015,8990,9106,8990,9077,881840
10/21/2015,9077,9192,8990,9019,1133870
10/20/2015,9250,9250,9048,9077,1727880
10/19/2015,9308,9308,9192,9250,1717090
10/16/2015,9395,9481,9221,9250,2343410
10/15/2015,9366,9626,9337,9337,2543820
10/14/2015,9366,9424,9337,9337,1203260
10/13/2015,9424,9452,9366,9366,903340
10/12/2015,9395,9539,9366,9481,2035180
10/9/2015,9366,9481,9279,9366,1589230
10/8/2015,9134,9337,9077,9308,1920520
10/7/2015,9279,9279,9077,9106,2042250
10/6/2015,9163,9279,9106,9250,3208050
10/5/2015,8932,9077,8903,9077,1300420
10/2/2015,8874,9048,8874,8961,795710
10/1/2015,8788,8874,8788,8874,304040
9/30/2015,8730,8874,8730,8788,554080
9/29/2015,8672,8701,8585,8701,1006020
9/28/2015,8961,9019,8730,8730,1005260
9/25/2015,9019,9077,8961,8990,506830
9/24/2015,9163,9163,9048,9077,1011600
9/23/2015,9106,9192,9048,9134,1064130
9/22/2015,9163,9250,9106,9192,786300
9/21/2015,8874,9337,8788,9163,2153670
9/18/2015,8816,8932,8788,8903,1592720
9/17/2015,8614,8788,8614,8672,608370
9/16/2015,8470,8585,8441,8585,356310
9/15/2015,8441,8499,8412,8441,480030
9/14/2015,8585,8643,8412,8470,594000
9/11/2015,8759,8788,8585,8585,880950
9/10/2015,8759,8874,8672,8788,697840
9/9/2015,8845,8903,8759,8874,1426770
9/8/2015,8470,8730,8441,8730,815360
9/7/2015,8499,8614,8412,8441,1165920
9/4/2015,8701,8788,8527,8585,830070
9/3/2015,8961,8961,8614,8701,1419780
9/1/2015,8990,9134,8961,8990,1450450
8/31/2015,9106,9106,8961,8990,1019870
8/28/2015,9048,9250,9019,9134,2503430
8/27/2015,9106,9221,8990,9048,2252900
8/26/2015,8788,9192,8788,9106,1892880
8/25/2015,7978,8672,7978,8672,2794310
8/24/2015,8556,8556,8123,8123,4405860
8/21/2015,8816,8816,8499,8730,2646210
8/20/2015,9192,9250,8932,8990,1258940
8/19/2015,9221,9250,9019,9192,1641650
8/18/2015,9163,9308,9077,9279,1649200
8/17/2015,9481,9481,9163,9163,1433820
8/14/2015,9424,9626,9250,9424,1829940
8/13/2015,9568,9626,9279,9452,2493440
8/12/2015,9915,9915,9568,9626,2887340
8/11/2015,10117,10117,9915,9973,2069760
8/10/2015,9944,10175,9944,10059,2228850
8/7/2015,9655,9915,9597,9857,2700970
