DATE,OPEN,HIGH,LOW,CLOSING PRICE,VOLUME
3/16/2020,92000,92500,86600,92500,971340
3/13/2020,86000,92500,85400,92500,1267880
3/12/2020,91000,92300,90300,91800,1896270
3/11/2020,98000,98000,91100,97000,1049580
3/10/2020,93000,99200,91200,97700,825490
3/9/2020,101500,102000,97700,97700,1114590
3/6/2020,105000,105000,103100,105000,750830
3/5/2020,105100,105900,103800,105600,352300
3/4/2020,104600,105500,103500,105500,468810
3/3/2020,105100,105600,104500,105500,557950
3/2/2020,104000,105400,102700,105400,742130
2/28/2020,105000,105400,103000,105400,870840
2/27/2020,105800,106000,104100,105600,930420
2/26/2020,104000,106600,104000,105900,625410
2/25/2020,106700,107300,105900,107000,543820
2/24/2020,107100,108000,105500,107300,1452650
2/21/2020,108600,110000,107800,109900,309060
2/20/2020,105000,110000,105000,110000,353570
2/19/2020,103500,107000,103500,105000,832580
2/18/2020,107000,107000,104000,104500,891870
2/17/2020,110000,110000,105000,108000,942220
2/14/2020,112300,112600,110000,110000,352390
2/13/2020,111500,112700,111400,112400,285340
2/12/2020,113400,113400,112000,112000,452790
2/11/2020,113500,114200,113000,113400,290630
2/10/2020,113000,114100,113000,113700,192700
2/7/2020,114000,114400,112000,114400,1295520
2/6/2020,114500,114700,112800,114400,676290
2/5/2020,114800,114800,113000,114500,748420
2/4/2020,113600,114800,111800,114800,1485500
2/3/2020,113800,114800,112300,114800,760420
1/31/2020,114900,114900,113600,114800,831740
1/30/2020,114100,114900,112100,114900,682720
1/22/2020,114900,114900,114200,114900,371780
1/21/2020,114300,115000,114300,114900,207510
1/20/2020,114900,114900,114300,114900,370670
1/17/2020,114900,115100,114400,114900,169100
1/16/2020,115000,115100,114300,115000,2503785
1/15/2020,115000,115000,114300,115000,235600
1/14/2020,115100,115100,114300,115000,2291150
1/13/2020,114700,115100,114500,114900,146680
1/10/2020,115000,115000,114700,114800,159120
